id,title,type,price,price_formatted,area_hectares,area_m2,city,state,reference_code,url,description_raw
AZ6EDX,Fazenda Em Dom Bosco Minas Gerais Com Area De 3300 Ha R 49500000 Cod Az6Edx,Fazenda,49500000,"R$ 49.500.000,00",3300.0,,Dom,BOSCO,AZ6EDX,https://chaozao.com.br/imovel/fazenda-em-dom-bosco-minas-gerais-com-area-de-3300-ha-r-49500000-cod-az6edx/AZ6EDX,fazenda-em-dom-bosco-minas-gerais-com-area-de-3300-ha-r-49500000-cod-az6edx
358FKQ,Fazenda Em Itai Sao Paulo Com Area De 13794 Ha R 18000000 Cod 358Fkq,Fazenda,18000000,"R$ 18.000.000,00",13794.0,,Itai,SAO,358FKQ,https://chaozao.com.br/imovel/fazenda-em-itai-sao-paulo-com-area-de-13794-ha-r-18000000-cod-358fkq/358FKQ,fazenda-em-itai-sao-paulo-com-area-de-13794-ha-r-18000000-cod-358fkq
V8SSU7,Fazenda Em Anapolis Goias Com Area De 309 Ha R 22400000 Cod V8Ssu7,Fazenda,22400000,"R$ 22.400.000,00",309.0,,Anapolis,GO,V8SSU7,https://chaozao.com.br/imovel/fazenda-em-anapolis-goias-com-area-de-309-ha-r-22400000-cod-v8ssu7/V8SSU7,fazenda-em-anapolis-goias-com-area-de-309-ha-r-22400000-cod-v8ssu7
52B40A,Fazenda Em Ribeirao Cascalheira Mato Grosso Com Area De 768 Ha R 30000000 Cod 52B40A,Fazenda,30000000,"R$ 30.000.000,00",768.0,,Ribeirao,CASCALHEIRA,52B40A,https://chaozao.com.br/imovel/fazenda-em-ribeirao-cascalheira-mato-grosso-com-area-de-768-ha-r-30000000-cod-52b40a/52B40A,fazenda-em-ribeirao-cascalheira-mato-grosso-com-area-de-768-ha-r-30000000-cod-52b40a
FVTHDZ,Chacara Em Ribeirao Grande Sao Paulo Com Area De 27000 M R 290000 Cod Fvthdz,Chácara,290000,"R$ 290.000,00",,27000.0,Ribeirao,GRANDE,FVTHDZ,https://chaozao.com.br/imovel/chacara-em-ribeirao-grande-sao-paulo-com-area-de-27000-m-r-290000-cod-fvthdz/FVTHDZ,chacara-em-ribeirao-grande-sao-paulo-com-area-de-27000-m-r-290000-cod-fvthdz
VIUPDW,Fazenda Em Jales Sao Paulo Com Area De 55176 Ha R 37600000 Cod Viupdw,Fazenda,37600000,"R$ 37.600.000,00",55176.0,,Jales,SAO,VIUPDW,https://chaozao.com.br/imovel/fazenda-em-jales-sao-paulo-com-area-de-55176-ha-r-37600000-cod-viupdw/VIUPDW,fazenda-em-jales-sao-paulo-com-area-de-55176-ha-r-37600000-cod-viupdw
3HMQYJ,Chacara Em Sao Jose Dos Campos Sao Paulo Com Area De 1100 M R 850000 Cod 3Hmqyj,Chácara,850000,"R$ 850.000,00",,1100.0,Sao,JOSE,3HMQYJ,https://chaozao.com.br/imovel/chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-1100-m-r-850000-cod-3hmqyj/3HMQYJ,chacara-em-sao-jose-dos-campos-sao-paulo-com-area-de-1100-m-r-850000-cod-3hmqyj
URQ49A,Sitio Em Angatuba Sao Paulo Com Area De 3388 Ha R 1350000 Cod Urq49A,Sítio,1350000,"R$ 1.350.000,00",3388.0,,Angatuba,SAO,URQ49A,https://chaozao.com.br/imovel/sitio-em-angatuba-sao-paulo-com-area-de-3388-ha-r-1350000-cod-urq49a/URQ49A,sitio-em-angatuba-sao-paulo-com-area-de-3388-ha-r-1350000-cod-urq49a
7RN1CU,Chacara Em Pilar Do Sul Sao Paulo Com Area De 3780 M R 315000 Cod 7Rn1Cu,Chácara,315000,"R$ 315.000,00",,3780.0,Pilar,DO,7RN1CU,https://chaozao.com.br/imovel/chacara-em-pilar-do-sul-sao-paulo-com-area-de-3780-m-r-315000-cod-7rn1cu/7RN1CU,chacara-em-pilar-do-sul-sao-paulo-com-area-de-3780-m-r-315000-cod-7rn1cu
6TVSLQ,Chacara Em Mozarlandia Goias Com Area De 33275 M R 400000 Cod 6Tvslq,Chácara,400000,"R$ 400.000,00",,33275.0,Mozarlandia,GO,6TVSLQ,https://chaozao.com.br/imovel/chacara-em-mozarlandia-goias-com-area-de-33275-m-r-400000-cod-6tvslq/6TVSLQ,chacara-em-mozarlandia-goias-com-area-de-33275-m-r-400000-cod-6tvslq
TQ3SOT,Fazenda Em Guarai Tocantins Com Area De 2637 Ha R 54500000 Cod Tq3Sot,Fazenda,54500000,"R$ 54.500.000,00",2637.0,,Guarai,TO,TQ3SOT,https://chaozao.com.br/imovel/fazenda-em-guarai-tocantins-com-area-de-2637-ha-r-54500000-cod-tq3sot/TQ3SOT,fazenda-em-guarai-tocantins-com-area-de-2637-ha-r-54500000-cod-tq3sot
OSG7FE,Sitio Em Quadra Sao Paulo Com Area De 145 Ha R 1500000 Cod Osg7Fe,Sítio,1500000,"R$ 1.500.000,00",145.0,,Quadra,SAO,OSG7FE,https://chaozao.com.br/imovel/sitio-em-quadra-sao-paulo-com-area-de-145-ha-r-1500000-cod-osg7fe/OSG7FE,sitio-em-quadra-sao-paulo-com-area-de-145-ha-r-1500000-cod-osg7fe
6NW9P1,Chacara Em Ibiuna Sao Paulo Com Area De 1040 M R 265000 Cod 6Nw9P1,Chácara,265000,"R$ 265.000,00",,1040.0,Ibiuna,SAO,6NW9P1,https://chaozao.com.br/imovel/chacara-em-ibiuna-sao-paulo-com-area-de-1040-m-r-265000-cod-6nw9p1/6NW9P1,chacara-em-ibiuna-sao-paulo-com-area-de-1040-m-r-265000-cod-6nw9p1
CJR4BQ,Fazenda Em Alto Araguaia Mato Grosso Com Area De 4840 Ha R 60000000 Cod Cjr4Bq,Fazenda,60000000,"R$ 60.000.000,00",4840.0,,Alto,ARAGUAIA,CJR4BQ,https://chaozao.com.br/imovel/fazenda-em-alto-araguaia-mato-grosso-com-area-de-4840-ha-r-60000000-cod-cjr4bq/CJR4BQ,fazenda-em-alto-araguaia-mato-grosso-com-area-de-4840-ha-r-60000000-cod-cjr4bq
O99B6C,Sitio Em Divinolandia Sao Paulo Com Area De 2662 Ha R 1600000 Cod O99B6C,Sítio,1600000,"R$ 1.600.000,00",2662.0,,Divinolandia,SAO,O99B6C,https://chaozao.com.br/imovel/sitio-em-divinolandia-sao-paulo-com-area-de-2662-ha-r-1600000-cod-o99b6c/O99B6C,sitio-em-divinolandia-sao-paulo-com-area-de-2662-ha-r-1600000-cod-o99b6c
CG2IA0,Fazenda Em Rochedo Mato Grosso Do Sul Com Area De 540 Ha R 21600000 Cod Cg2Ia0,Fazenda,21600000,"R$ 21.600.000,00",540.0,,Rochedo,MS,CG2IA0,https://chaozao.com.br/imovel/fazenda-em-rochedo-mato-grosso-do-sul-com-area-de-540-ha-r-21600000-cod-cg2ia0/CG2IA0,fazenda-em-rochedo-mato-grosso-do-sul-com-area-de-540-ha-r-21600000-cod-cg2ia0
733JAH,Sitio Em Cambui Minas Gerais Com Area De 484 Ha R 3200000 Cod 733Jah,Sítio,3200000,"R$ 3.200.000,00",484.0,,Cambui,MINAS,733JAH,https://chaozao.com.br/imovel/sitio-em-cambui-minas-gerais-com-area-de-484-ha-r-3200000-cod-733jah/733JAH,sitio-em-cambui-minas-gerais-com-area-de-484-ha-r-3200000-cod-733jah
IM7XEK,Fazenda Em Aracoiaba Da Serra Sao Paulo Com Area De 2105 Ha R 21750000 Cod Im7Xek,Fazenda,21750000,"R$ 21.750.000,00",2105.0,,Aracoiaba,DA,IM7XEK,https://chaozao.com.br/imovel/fazenda-em-aracoiaba-da-serra-sao-paulo-com-area-de-2105-ha-r-21750000-cod-im7xek/IM7XEK,fazenda-em-aracoiaba-da-serra-sao-paulo-com-area-de-2105-ha-r-21750000-cod-im7xek
RN3I5Z,Fazenda Em Juscimeira Mato Grosso Com Area De 1455 Ha R 43350000 Cod Rn3I5Z,Fazenda,43350000,"R$ 43.350.000,00",1455.0,,Juscimeira,MT,RN3I5Z,https://chaozao.com.br/imovel/fazenda-em-juscimeira-mato-grosso-com-area-de-1455-ha-r-43350000-cod-rn3i5z/RN3I5Z,fazenda-em-juscimeira-mato-grosso-com-area-de-1455-ha-r-43350000-cod-rn3i5z
UK8E8I,Fazenda Em Goianorte Tocantins Com Area De 4936 Ha R 6120000 Cod Uk8E8I,Fazenda,6120000,"R$ 6.120.000,00",4936.0,,Goianorte,TO,UK8E8I,https://chaozao.com.br/imovel/fazenda-em-goianorte-tocantins-com-area-de-4936-ha-r-6120000-cod-uk8e8i/UK8E8I,fazenda-em-goianorte-tocantins-com-area-de-4936-ha-r-6120000-cod-uk8e8i
LU0384,Fazenda Em Guaratingueta Sao Paulo Com Area De 1452 Ha R 5600000 Cod Lu0384,Fazenda,5600000,"R$ 5.600.000,00",1452.0,,Guaratingueta,SAO,LU0384,https://chaozao.com.br/imovel/fazenda-em-guaratingueta-sao-paulo-com-area-de-1452-ha-r-5600000-cod-lu0384/LU0384,fazenda-em-guaratingueta-sao-paulo-com-area-de-1452-ha-r-5600000-cod-lu0384
DSQNSQ,Fazenda Em Ouro Fino Minas Gerais Com Area De 250 Ha R 14000000 Cod Dsqnsq,Fazenda,14000000,"R$ 14.000.000,00",250.0,,Ouro,FINO,DSQNSQ,https://chaozao.com.br/imovel/fazenda-em-ouro-fino-minas-gerais-com-area-de-250-ha-r-14000000-cod-dsqnsq/DSQNSQ,fazenda-em-ouro-fino-minas-gerais-com-area-de-250-ha-r-14000000-cod-dsqnsq
Y83Q6R,Sitio Em Sao Miguel Arcanjo Sao Paulo Com Area De 242 Ha R 2100000 Cod Y83Q6R,Sítio,2100000,"R$ 2.100.000,00",242.0,,Sao,MIGUEL,Y83Q6R,https://chaozao.com.br/imovel/sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-242-ha-r-2100000-cod-y83q6r/Y83Q6R,sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-242-ha-r-2100000-cod-y83q6r
B20LBW,Fazenda Em Jandaia Goias Com Area De 20042 Ha R 3320000 Cod B20Lbw,Fazenda,3320000,"R$ 3.320.000,00",20042.0,,Jandaia,GO,B20LBW,https://chaozao.com.br/imovel/fazenda-em-jandaia-goias-com-area-de-20042-ha-r-3320000-cod-b20lbw/B20LBW,fazenda-em-jandaia-goias-com-area-de-20042-ha-r-3320000-cod-b20lbw
BFQ6HN,Sitio Em Sao Miguel Arcanjo Sao Paulo Com Area De 4356 Ha R 2070000 Cod Bfq6Hn,Sítio,2070000,"R$ 2.070.000,00",4356.0,,Sao,MIGUEL,BFQ6HN,https://chaozao.com.br/imovel/sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-4356-ha-r-2070000-cod-bfq6hn/BFQ6HN,sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-4356-ha-r-2070000-cod-bfq6hn
LQPQUU,Chacara Em Santana De Parnaiba Sao Paulo Com Area De 770 M R 650000 Cod Lqpquu,Chácara,650000,"R$ 650.000,00",,770.0,Santana,DE,LQPQUU,https://chaozao.com.br/imovel/chacara-em-santana-de-parnaiba-sao-paulo-com-area-de-770-m-r-650000-cod-lqpquu/LQPQUU,chacara-em-santana-de-parnaiba-sao-paulo-com-area-de-770-m-r-650000-cod-lqpquu
CGYFZ8,Sitio Em Sao Miguel Arcanjo Sao Paulo Com Area De 597 Ha R 3200000 Cod Cgyfz8,Sítio,3200000,"R$ 3.200.000,00",597.0,,Sao,MIGUEL,CGYFZ8,https://chaozao.com.br/imovel/sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-597-ha-r-3200000-cod-cgyfz8/CGYFZ8,sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-597-ha-r-3200000-cod-cgyfz8
ARTLN6,Fazenda Em Agua Clara Mato Grosso Do Sul Com Area De 5808 Ha R 17000000 Cod Artln6,Fazenda,17000000,"R$ 17.000.000,00",5808.0,,Agua,CLARA,ARTLN6,https://chaozao.com.br/imovel/fazenda-em-agua-clara-mato-grosso-do-sul-com-area-de-5808-ha-r-17000000-cod-artln6/ARTLN6,fazenda-em-agua-clara-mato-grosso-do-sul-com-area-de-5808-ha-r-17000000-cod-artln6
GUSQOG,Fazenda Em Guaratingueta Sao Paulo Com Area De 25755 Ha R 20000000 Cod Gusqog,Fazenda,20000000,"R$ 20.000.000,00",25755.0,,Guaratingueta,SAO,GUSQOG,https://chaozao.com.br/imovel/fazenda-em-guaratingueta-sao-paulo-com-area-de-25755-ha-r-20000000-cod-gusqog/GUSQOG,fazenda-em-guaratingueta-sao-paulo-com-area-de-25755-ha-r-20000000-cod-gusqog
5CNPVX,Sitio Em Sao Miguel Arcanjo Sao Paulo Com Area De 5977 Ha R 3200000 Cod 5Cnpvx,Sítio,3200000,"R$ 3.200.000,00",5977.0,,Sao,MIGUEL,5CNPVX,https://chaozao.com.br/imovel/sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-5977-ha-r-3200000-cod-5cnpvx/5CNPVX,sitio-em-sao-miguel-arcanjo-sao-paulo-com-area-de-5977-ha-r-3200000-cod-5cnpvx
8O00LP,Fazenda Em Ouro Fino Minas Gerais Com Area De 23232 Ha R 10000000 Cod 8O00Lp,Fazenda,10000000,"R$ 10.000.000,00",23232.0,,Ouro,FINO,8O00LP,https://chaozao.com.br/imovel/fazenda-em-ouro-fino-minas-gerais-com-area-de-23232-ha-r-10000000-cod-8o00lp/8O00LP,fazenda-em-ouro-fino-minas-gerais-com-area-de-23232-ha-r-10000000-cod-8o00lp
R8L67M,Fazenda Em Porto Murtinho Mato Grosso Do Sul Com Area De 8600 Ha R 70000000 Cod R8L67M,Fazenda,70000000,"R$ 70.000.000,00",8600.0,,Porto,MURTINHO,R8L67M,https://chaozao.com.br/imovel/fazenda-em-porto-murtinho-mato-grosso-do-sul-com-area-de-8600-ha-r-70000000-cod-r8l67m/R8L67M,fazenda-em-porto-murtinho-mato-grosso-do-sul-com-area-de-8600-ha-r-70000000-cod-r8l67m
GWI9US,Fazenda Em Patrocinio Minas Gerais Com Area De 942 Ha R 450000000 Cod Gwi9Us,Fazenda,450000000,"R$ 450.000.000,00",942.0,,Patrocinio,MINAS,GWI9US,https://chaozao.com.br/imovel/fazenda-em-patrocinio-minas-gerais-com-area-de-942-ha-r-450000000-cod-gwi9us/GWI9US,fazenda-em-patrocinio-minas-gerais-com-area-de-942-ha-r-450000000-cod-gwi9us
70E88X,Fazenda Em Presidente Epitacio Sao Paulo Com Area De 1694 Ha R 110000000 Cod 70E88X,Fazenda,110000000,"R$ 110.000.000,00",1694.0,,Presidente,EPITACIO,70E88X,https://chaozao.com.br/imovel/fazenda-em-presidente-epitacio-sao-paulo-com-area-de-1694-ha-r-110000000-cod-70e88x/70E88X,fazenda-em-presidente-epitacio-sao-paulo-com-area-de-1694-ha-r-110000000-cod-70e88x
64BM2H,Chacara Em Domingos Martins Espirito Santo Com Area De 20000 M R 1495000 Cod 64Bm2H,Chácara,1495000,"R$ 1.495.000,00",,20000.0,Domingos,MARTINS,64BM2H,https://chaozao.com.br/imovel/chacara-em-domingos-martins-espirito-santo-com-area-de-20000-m-r-1495000-cod-64bm2h/64BM2H,chacara-em-domingos-martins-espirito-santo-com-area-de-20000-m-r-1495000-cod-64bm2h
XB1WJ3,Fazenda Em Porto Dos Gauchos Mato Grosso Com Area De 790 Ha R 55000000 Cod Xb1Wj3,Fazenda,55000000,"R$ 55.000.000,00",790.0,,Porto,DOS,XB1WJ3,https://chaozao.com.br/imovel/fazenda-em-porto-dos-gauchos-mato-grosso-com-area-de-790-ha-r-55000000-cod-xb1wj3/XB1WJ3,fazenda-em-porto-dos-gauchos-mato-grosso-com-area-de-790-ha-r-55000000-cod-xb1wj3
243SGH,Chacara Em Sorocaba Sao Paulo Com Area De 1310 M R 1600000 Cod 243Sgh,Chácara,1600000,"R$ 1.600.000,00",,1310.0,Sorocaba,SAO,243SGH,https://chaozao.com.br/imovel/chacara-em-sorocaba-sao-paulo-com-area-de-1310-m-r-1600000-cod-243sgh/243SGH,chacara-em-sorocaba-sao-paulo-com-area-de-1310-m-r-1600000-cod-243sgh
GP7UVE,Fazenda Em Cassilandia Mato Grosso Do Sul Com Area De 31581 Ha R 16000000 Cod Gp7Uve,Fazenda,16000000,"R$ 16.000.000,00",31581.0,,Cassilandia,MS,GP7UVE,https://chaozao.com.br/imovel/fazenda-em-cassilandia-mato-grosso-do-sul-com-area-de-31581-ha-r-16000000-cod-gp7uve/GP7UVE,fazenda-em-cassilandia-mato-grosso-do-sul-com-area-de-31581-ha-r-16000000-cod-gp7uve
FS79A8,Sitio Em Jaguariuna Sao Paulo Com Area De 13 Ha R 10500000 Cod Fs79A8,Sítio,10500000,"R$ 10.500.000,00",13.0,,Jaguariuna,SAO,FS79A8,https://chaozao.com.br/imovel/sitio-em-jaguariuna-sao-paulo-com-area-de-13-ha-r-10500000-cod-fs79a8/FS79A8,sitio-em-jaguariuna-sao-paulo-com-area-de-13-ha-r-10500000-cod-fs79a8
UCEX4Z,Haras Em Cabreuva Sao Paulo Com Area De 3223 Ha R 6700000 Cod Ucex4Z,Haras,6700000,"R$ 6.700.000,00",3223.0,,Cabreuva,SAO,UCEX4Z,https://chaozao.com.br/imovel/haras-em-cabreuva-sao-paulo-com-area-de-3223-ha-r-6700000-cod-ucex4z/UCEX4Z,haras-em-cabreuva-sao-paulo-com-area-de-3223-ha-r-6700000-cod-ucex4z
N5TBE3,Fazenda Em Goiatins Tocantins Com Area De 49368 Ha R 80000000 Cod N5Tbe3,Fazenda,80000000,"R$ 80.000.000,00",49368.0,,Goiatins,TO,N5TBE3,https://chaozao.com.br/imovel/fazenda-em-goiatins-tocantins-com-area-de-49368-ha-r-80000000-cod-n5tbe3/N5TBE3,fazenda-em-goiatins-tocantins-com-area-de-49368-ha-r-80000000-cod-n5tbe3
N2TVQN,Sitio Em Cesario Lange Sao Paulo Com Area De 3799 Ha R 2550000 Cod N2Tvqn,Sítio,2550000,"R$ 2.550.000,00",3799.0,,Cesario,LANGE,N2TVQN,https://chaozao.com.br/imovel/sitio-em-cesario-lange-sao-paulo-com-area-de-3799-ha-r-2550000-cod-n2tvqn/N2TVQN,sitio-em-cesario-lange-sao-paulo-com-area-de-3799-ha-r-2550000-cod-n2tvqn
PVW72S,Fazenda Em Rio Sono Tocantins Com Area De 4840 Ha R 30000000 Cod Pvw72S,Fazenda,30000000,"R$ 30.000.000,00",4840.0,,Rio,SONO,PVW72S,https://chaozao.com.br/imovel/fazenda-em-rio-sono-tocantins-com-area-de-4840-ha-r-30000000-cod-pvw72s/PVW72S,fazenda-em-rio-sono-tocantins-com-area-de-4840-ha-r-30000000-cod-pvw72s
0PL91H,Chacara Em Mairipora Sao Paulo Com Area De 4200 M R 1100000 Cod 0Pl91H,Chácara,1100000,"R$ 1.100.000,00",,4200.0,Mairipora,SAO,0PL91H,https://chaozao.com.br/imovel/chacara-em-mairipora-sao-paulo-com-area-de-4200-m-r-1100000-cod-0pl91h/0PL91H,chacara-em-mairipora-sao-paulo-com-area-de-4200-m-r-1100000-cod-0pl91h
RNGV5U,Fazenda Em Canarana Mato Grosso Com Area De 13072 Ha R 453600000 Cod Rngv5U,Fazenda,453600000,"R$ 453.600.000,00",13072.0,,Canarana,MT,RNGV5U,https://chaozao.com.br/imovel/fazenda-em-canarana-mato-grosso-com-area-de-13072-ha-r-453600000-cod-rngv5u/RNGV5U,fazenda-em-canarana-mato-grosso-com-area-de-13072-ha-r-453600000-cod-rngv5u
R9TRI4,Chacara Em Bela Vista De Goias Goias Com Area De 20000 M R 1400000 Cod R9Tri4,Chácara,1400000,"R$ 1.400.000,00",,20000.0,Bela,VISTA,R9TRI4,https://chaozao.com.br/imovel/chacara-em-bela-vista-de-goias-goias-com-area-de-20000-m-r-1400000-cod-r9tri4/R9TRI4,chacara-em-bela-vista-de-goias-goias-com-area-de-20000-m-r-1400000-cod-r9tri4
DHL2GP,Fazenda Em Estrela Do Norte Goias Com Area De 37268 Ha R 13860000 Cod Dhl2Gp,Fazenda,13860000,"R$ 13.860.000,00",37268.0,,Estrela,DO,DHL2GP,https://chaozao.com.br/imovel/fazenda-em-estrela-do-norte-goias-com-area-de-37268-ha-r-13860000-cod-dhl2gp/DHL2GP,fazenda-em-estrela-do-norte-goias-com-area-de-37268-ha-r-13860000-cod-dhl2gp
FE27AI,Fazenda Em Presidente Prudente Sao Paulo Com Area De 30855 Ha R 242250000 Cod Fe27Ai,Fazenda,242250000,"R$ 242.250.000,00",30855.0,,Presidente,PRUDENTE,FE27AI,https://chaozao.com.br/imovel/fazenda-em-presidente-prudente-sao-paulo-com-area-de-30855-ha-r-242250000-cod-fe27ai/FE27AI,fazenda-em-presidente-prudente-sao-paulo-com-area-de-30855-ha-r-242250000-cod-fe27ai
DUXMCS,Fazenda Em Alto Araguaia Mato Grosso Com Area De 4200 Ha R 140000000 Cod Duxmcs,Fazenda,140000000,"R$ 140.000.000,00",4200.0,,Alto,ARAGUAIA,DUXMCS,https://chaozao.com.br/imovel/fazenda-em-alto-araguaia-mato-grosso-com-area-de-4200-ha-r-140000000-cod-duxmcs/DUXMCS,fazenda-em-alto-araguaia-mato-grosso-com-area-de-4200-ha-r-140000000-cod-duxmcs
QU2Q8R,Fazenda Em Santana Do Araguaia Para Com Area De 18392 Ha R 26600000 Cod Qu2Q8R,Fazenda,26600000,"R$ 26.600.000,00",18392.0,,Santana,DO,QU2Q8R,https://chaozao.com.br/imovel/fazenda-em-santana-do-araguaia-para-com-area-de-18392-ha-r-26600000-cod-qu2q8r/QU2Q8R,fazenda-em-santana-do-araguaia-para-com-area-de-18392-ha-r-26600000-cod-qu2q8r
UA17U0,Fazenda Em Itapeva Sao Paulo Com Area De 121 Ha R 12500000 Cod Ua17U0,Fazenda,12500000,"R$ 12.500.000,00",121.0,,Itapeva,SAO,UA17U0,https://chaozao.com.br/imovel/fazenda-em-itapeva-sao-paulo-com-area-de-121-ha-r-12500000-cod-ua17u0/UA17U0,fazenda-em-itapeva-sao-paulo-com-area-de-121-ha-r-12500000-cod-ua17u0
FFUQ8B,Sitio Em Botucatu Sao Paulo Com Area De 363 Ha R 1650000 Cod Ffuq8B,Sítio,1650000,"R$ 1.650.000,00",363.0,,Botucatu,SAO,FFUQ8B,https://chaozao.com.br/imovel/sitio-em-botucatu-sao-paulo-com-area-de-363-ha-r-1650000-cod-ffuq8b/FFUQ8B,sitio-em-botucatu-sao-paulo-com-area-de-363-ha-r-1650000-cod-ffuq8b
3CV4VR,Fazenda Em Itumbiara Goias Com Area De 305 Ha R 35000000 Cod 3Cv4Vr,Fazenda,35000000,"R$ 35.000.000,00",305.0,,Itumbiara,GO,3CV4VR,https://chaozao.com.br/imovel/fazenda-em-itumbiara-goias-com-area-de-305-ha-r-35000000-cod-3cv4vr/3CV4VR,fazenda-em-itumbiara-goias-com-area-de-305-ha-r-35000000-cod-3cv4vr
GJM99Q,Sitio Em Paraibuna Sao Paulo Com Area De 484 Ha R 1500000 Cod Gjm99Q,Sítio,1500000,"R$ 1.500.000,00",484.0,,Paraibuna,SAO,GJM99Q,https://chaozao.com.br/imovel/sitio-em-paraibuna-sao-paulo-com-area-de-484-ha-r-1500000-cod-gjm99q/GJM99Q,sitio-em-paraibuna-sao-paulo-com-area-de-484-ha-r-1500000-cod-gjm99q
